mCherry.A.FITC.A,file
2.01423,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
1.552905,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
2.049474,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
1.43214,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
2.447006,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
2.56668,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
0.044938,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
2.423434,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
1.701229,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
1.151814,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
2.199893,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
1.939932,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
5.749721,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
1.438203,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
2.251586,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
3.761985,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
0.329881,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
1.604662,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
3.054518,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
1.478613,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
1.342245,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
2.587366,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
1.914063,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
2.043371,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
1.52494,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
0.011734,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
1.119817,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
1.647667,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
1.320899,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
5.085001,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
1.83829,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
2.64493,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
1.389626,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
1.471297,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
1.400237,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
2.014766,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
2.332157,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
1.900141,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
2.176206,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
2.150339,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
2.676286,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
1.068384,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
2.035904,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
1.965753,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
1.331158,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
1.513209,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
1.990538,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
1.565082,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
1.311858,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
0.196528,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
1.780902,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
1.688253,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
1.534499,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
2.603379,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
1.91434,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
1.45861,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
1.590688,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
2.059538,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
2.424733,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
2.16633,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
1.874151,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
1.52475,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
1.640999,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
1.95001,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
1.866767,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
2.331214,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
1.792234,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
1.188018,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
2.014531,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
1.631252,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
1.576446,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
2.361443,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
1.563087,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
1.755431,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
6.057086,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
1.626735,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
2.335664,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
1.428387,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
1.743931,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
1.538913,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
0.004753,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
1.585856,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
0.96166,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
0.534326,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
1.718916,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
1.645635,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
1.962506,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
1.291898,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
0.006976,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
0.00065,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
1.544776,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
3.414098,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
2.047404,export_Specimen_001_WT_GFP2aRFPSec61_Retro2_008_GFP.csv
